title,native_title,rating,genres,directors,screenwriters,episodes,aired,aired_on,original_network,duration,content_rat,rank,popularity,watchers
Twinkling Watermelon(2023),반짝이는 워터멜론,9.2,"['Romance', 'Youth', 'Drama', 'Fantasy']",['Son Jung Hyun'],['Jin Soo Wan'],16,"Sep 25, 2023 - Nov 14, 2023","Monday, Tuesday","['TVING', 'tvN']",1 hr. 10 min.,15+ - Teens 15 or older,#19,#125,"68,126"
Lovely Runner(2024),선재 업고 튀어,9.2,"['Music', 'Comedy', 'Romance', 'Fantasy']","['Yoon Jong Ho', 'Kim Tae Yub']",['Lee Shi Eun'],16,"Apr  8, 2024 - May 28, 2024","Monday, Tuesday","['TVING', 'tvN']",1 hr. 10 min.,15+ - Teens 15 or older,#20,#230,"47,983"
Move to Heaven(2021),무브 투 헤븐: 나는 유품정리사입니다,9.1,"['Life', 'Drama']",['Kim Sung Ho'],['Yoon Ji Ryun'],10,"May 14, 2021",Friday,['Netflix'],52 min.,18+ Restricted (violence & profanity),#24,#61,"94,814"
Hospital Playlist Season 2(2021),슬기로운 의사생활++,9.1,"['Romance', 'Life', 'Drama', 'Medical']",['Shin Won Ho'],['Lee Woo Jung'],12,"Jun 17, 2021 - Sep 16, 2021",Thursday,"['Netflix', 'tvN']",1 hr. 40 min.,15+ - Teens 15 or older,#29,#132,"65,275"
Weak Hero Class 1(2022),약한영웅 Class 1,9.1,"['Action', 'Youth', 'Drama']",['You Su Min'],,8,"Nov 18, 2022",Friday,['Wavve'],40 min.,18+ Restricted (violence & profanity),#28,#95,"79,772"
Flower of Evil(2020),악의 꽃,9.1,"['Thriller', 'Romance', 'Crime', 'Melodrama']","['Kim Chul Gyu', 'Yoon Jong Ho']",['Yoo Jung Hee'],16,"Jul 29, 2020 - Sep 23, 2020","Wednesday, Thursday",['tvN'],1 hr. 10 min.,15+ - Teens 15 or older,#34,#25,"131,475"
Moving(2023),무빙,9.1,"['Action', 'Thriller', 'Mystery', 'Supernatural']",['Park In Je'],['Kang Full'],20,"Aug  9, 2023 - Sep 20, 2023",Wednesday,"['Disney+', 'Hulu']",47 min.,18+ Restricted (violence & profanity),#36,#169,"58,063"
Alchemy of Souls(2022),환혼,9.1,"['Action', 'Historical', 'Romance', 'Fantasy']",['Park Joon Hwa'],"['Hong Jung Eun', 'Hong Mi Ran']",20,"Jun 18, 2022 - Aug 28, 2022","Saturday, Sunday","['Netflix', 'tvN']",1 hr. 20 min.,15+ - Teens 15 or older,#35,#43,"104,425"
Hospital Playlist(2020),슬기로운 의사 생활,9.1,"['Romance', 'Life', 'Drama', 'Medical']",['Shin Won Ho'],"['Lee Woo Jung', 'Kim Song Hee']",12,"Mar 12, 2020 - May 28, 2020",Thursday,"['Netflix', 'tvN']",1 hr. 30 min.,15+ - Teens 15 or older,#40,#42,"105,934"
Under the Queen's Umbrella(2022),슈룹,9.0,"['Historical', 'Comedy', 'Drama', 'Political']",['Kim Hyung Shik'],['Park Ba Ra'],16,"Oct 15, 2022 - Dec  4, 2022","Saturday, Sunday","['Netflix', 'tvN']",1 hr. 10 min.,15+ - Teens 15 or older,#59,#400,"33,858"
The Glory Part 2(2023),더글로리 파트 2,9.0,"['Thriller', 'Drama', 'Melodrama']",['Ahn Gil Ho'],['Kim Eun Sook'],8,"Mar 10, 2023",Friday,['Netflix'],55 min.,18+ Restricted (violence & profanity),#69,#120,"69,795"
Mr. Queen(2020),철인왕후,9.0,"['Historical', 'Comedy', 'Romance', 'Fantasy']",['Yoon Sung Shik'],"['Park Kye Ok', 'Choi Ah Il']",20,"Dec 12, 2020 - Feb 14, 2021","Saturday, Sunday",['tvN'],1 hr. 15 min.,15+ - Teens 15 or older,#73,#67,"91,885"
Dr. Romantic Season 3(2023),낭만닥터 김사부3,8.9,"['Romance', 'Drama', 'Medical']",['Yoo In Shik'],['Kang Eun Kyung'],16,"Apr 28, 2023 - Jun 17, 2023","Friday, Saturday","['Disney+', 'SBS']",1 hr. 10 min.,15+ - Teens 15 or older,#80,#508,"28,174"
Alchemy of Souls Season 2: Light and Shadow(2022),환혼 : 빛과 그림자,8.9,"['Action', 'Historical', 'Romance', 'Fantasy']","['Park Joon Hwa', 'Bae Hyun Jin']","['Hong Jung Eun', 'Hong Mi Ran']",10,"Dec 10, 2022 - Jan  8, 2023","Saturday, Sunday","['Netflix', 'tvN']",1 hr. 21 min.,15+ - Teens 15 or older,#95,#140,"63,491"
It's Okay to Not Be Okay(2020),사이코지만 괜찮아,8.9,"['Psychological', 'Comedy', 'Romance', 'Drama']","['Park Shin Woo', 'Jung Dong Yoon']",['Jo Yong'],16,"Jun 20, 2020 - Aug  9, 2020","Saturday, Sunday","['Netflix', 'tvN']",1 hr. 15 min.,15+ - Teens 15 or older,#90,#5,"193,934"
The Glory(2022),더 글로리,8.9,"['Thriller', 'Drama', 'Melodrama']",['Ahn Gil Ho'],['Kim Eun Sook'],8,"Dec 30, 2022",Friday,['Netflix'],50 min.,18+ Restricted (violence & profanity),#97,#59,"95,386"
Navillera(2021),나빌레라,8.9,"['Life', 'Drama']",['Han Dong Hwa'],['Lee Eun Mi'],12,"Mar 22, 2021 - Apr 27, 2021","Monday, Tuesday","['Netflix', 'tvN']",1 hr. 5 min.,15+ - Teens 15 or older,#98,#241,"46,532"
My Dearest(2023),연인,8.9,"['Historical', 'Romance', 'Drama', 'Melodrama']","['Kim Sung Yong', 'Lee Han Joon']",['Hwang Jin Young'],10,"Aug  4, 2023 - Sep  2, 2023","Friday, Saturday",['MBC'],1 hr. 20 min.,15+ - Teens 15 or older,#92,#662,"23,257"
Extraordinary Attorney Woo(2022),이상한 변호사 우영우,8.9,"['Law', 'Romance', 'Life', 'Drama']",['Yoo In Shik'],['Moon Ji Won'],16,"Jun 29, 2022 - Aug 18, 2022","Wednesday, Thursday","['ENA', 'Netflix']",1 hr. 17 min.,15+ - Teens 15 or older,#96,#32,"113,649"
Vincenzo(2021),빈센조,8.9,"['Comedy', 'Law', 'Crime', 'Drama']",['Kim Hee Won'],['Park Jae Bum'],20,"Feb 20, 2021 - May  2, 2021","Saturday, Sunday","['Netflix', 'tvN']",1 hr. 25 min.,15+ - Teens 15 or older,#104,#15,"151,497"
The Good Bad Mother(2023),나쁜엄마,8.9,"['Comedy', 'Life', 'Drama', 'Family']",['Shim Na Yeon'],['Bae Se Young'],14,"Apr 26, 2023 - Jun  8, 2023","Wednesday, Thursday","['jTBC', 'Netflix', 'TVING']",1 hr. 10 min.,15+ - Teens 15 or older,#110,#219,"49,903"
My Dearest Part 2(2023),연인 파트 2,8.9,"['Historical', 'Romance', 'Drama', 'Melodrama']","['Kim Sung Yong', 'Lee Han Joon']",['Hwang Jin Young'],11,"Oct 13, 2023 - Nov 18, 2023","Friday, Saturday",['MBC'],1 hr. 11 min.,15+ - Teens 15 or older,#106,#1362,"12,156"
Kingdom Season 2(2020),킹덤 시즌 2,8.9,"['Thriller', 'Historical', 'Horror', 'Supernatural']","['Kim Sung Hoon', 'Park In Je']",['Kim Eun Hee'],6,"Mar 13, 2020",Friday,['Netflix'],45 min.,18+ Restricted (violence & profanity),#118,#261,"44,616"
Death's Game Part 2(2024),"이재, 곧 죽습니다 파트2",8.9,"['Thriller', 'Drama', 'Fantasy']",['Ha Byung Hoon'],,4,"Jan  5, 2024",Friday,['TVING'],55 min.,18+ Restricted (violence & profanity),#116,#444,"30,959"
Happiness(2021),해피니스,8.9,"['Action', 'Thriller', 'Drama', 'Sci-Fi']",['Ahn Gil Ho'],['Han Sang Woon'],12,"Nov  5, 2021 - Dec 11, 2021","Friday, Saturday","['TVING', 'tvN']",1 hr. 5 min.,15+ - Teens 15 or older,#124,#88,"84,031"
Death's Game(2023),"이재, 곧 죽습니다",8.9,"['Thriller', 'Drama', 'Fantasy']",['Ha Byung Hoon'],,4,"Dec 15, 2023",Friday,['TVING'],55 min.,18+ Restricted (violence & profanity),#119,#192,"53,334"
Taxi Driver Season 2(2023),모범택시2,8.9,"['Action', 'Thriller', 'Mystery', 'Crime']",['Lee Dan'],['Oh Sang Ho'],16,"Feb 17, 2023 - Apr 15, 2023","Friday, Saturday",['SBS'],1 hr. 10 min.,18+ Restricted (violence & profanity),#120,#523,"27,600"
Tomorrow(2022),내일,8.8,"['Action', 'Thriller', 'Drama', 'Fantasy']","['Kim Tae Yoon', 'Sung Chi Wook']","['Park Ran', 'Park Ja Kyung', 'Kim Yu Jin']",16,"Apr  1, 2022 - May 21, 2022","Friday, Saturday","['MBC', 'Netflix']",60 min.,15+ - Teens 15 or older,#137,#83,"86,685"
Queen of Tears(2024),눈물의 여왕,8.8,"['Comedy', 'Romance', 'Life', 'Drama']","['Kim Hee Won', 'Jang Young Woo']",['Park Ji Eun'],16,"Mar  9, 2024 - Apr 28, 2024","Saturday, Sunday",['tvN'],1 hr. 28 min.,15+ - Teens 15 or older,#147,#155,"60,157"
Mouse(2021),마우스,8.8,"['Thriller', 'Mystery', 'Psychological', 'Sci-Fi']","['Choi Joon Bae', 'Kang Cheol Woo']",['Choi Ran'],20,"Mar  3, 2021 - May 19, 2021","Wednesday, Thursday",['tvN'],1 hr. 15 min.,18+ Restricted (violence & profanity),#143,#143,"62,920"
Tale of the Nine-Tailed 1938(2023),구미호뎐 1938,8.8,"['Historical', 'Horror', 'Romance', 'Fantasy']","['Kang Shin Hyo', 'Jo Nam Hyung']",['Han Woo Ri'],12,"May  6, 2023 - Jun 11, 2023","Saturday, Sunday","['Amazon Prime', 'tvN']",1 hr. 10 min.,15+ - Teens 15 or older,#159,#371,"35,847"
Twenty-Five Twenty-One(2022),스물다섯 스물하나,8.8,"['Romance', 'Life', 'Drama', 'Melodrama']","['Jung Ji Hyun', 'Kim Seung Ho']",['Kwon Do Eun'],16,"Feb 12, 2022 - Apr  3, 2022","Saturday, Sunday","['Netflix', 'tvN']",1 hr. 15 min.,15+ - Teens 15 or older,#172,#58,"96,444"
D.P.(2021),디피,8.8,"['Action', 'Military', 'Drama']",['Han Jun Hee'],['Kim Bo Tong'],6,"Aug 27, 2021",Friday,['Netflix'],50 min.,15+ - Teens 15 or older,#176,#165,"58,378"
The Uncanny Counter(2020),경이로운 소문,8.8,"['Action', 'Mystery', 'Drama', 'Supernatural']",['Yoo Seon Dong'],"['Kim Sae Bom', 'Yeo Ji Na']",16,"Nov 28, 2020 - Jan 24, 2021","Saturday, Sunday","['Netflix', 'OCN']",1 hr. 10 min.,15+ - Teens 15 or older,#170,#57,"96,581"
The Red Sleeve(2021),옷소매 붉은 끝동,8.8,"['Historical', 'Romance', 'Drama', 'Melodrama']","['Jung Ji In', 'Song Yeon Hwa']",['Jung Hae Ri'],17,"Nov 12, 2021 - Jan  1, 2022","Friday, Saturday","['MBC', 'Viki']",1 hr. 20 min.,15+ - Teens 15 or older,#178,#274,"43,557"
Taxi Driver(2021),모범택시,8.8,"['Action', 'Thriller', 'Crime', 'Drama']",['Park Joon Woo'],"['Oh Sang Ho', 'Lee Ji Hyun']",16,"Apr  9, 2021 - May 29, 2021","Friday, Saturday","['SBS', 'Wavve']",1 hr. 5 min.,18+ Restricted (violence & profanity),#177,#133,"64,721"
Missing: The Other Side Season 2(2022),미씽: 그들이 있었다2,8.8,"['Thriller', 'Mystery', 'Supernatural']","['Min Yeon Hong', 'Lee Ye Rim']","['Ban Ki Ri', 'Jung So Young']",14,"Dec 19, 2022 - Jan 31, 2023","Monday, Tuesday",['tvN'],60 min.,15+ - Teens 15 or older,#180,#1670,"9,716"
Love for Love's Sake(2024),연애 지상주의 구역,8.8,"['Romance', 'Youth', 'Fantasy']",['Kim Kyun Ah'],,8,"Jan 24, 2024 - Feb  1, 2024","Wednesday, Thursday",,34 min.,15+ - Teens 15 or older,#192,#661,"23,269"
Daily Dose of Sunshine(2023),정신병동에도 아침이 와요,8.8,"['Life', 'Drama', 'Medical']",['Lee Jae Gyoo'],"['Lee Nam Gyu', 'Kim Da Hee']",12,"Nov  3, 2023",Friday,['Netflix'],1 hr. 10 min.,15+ - Teens 15 or older,#201,#372,"35,835"
A Shop for Killers(2024),킬러들의 쇼핑몰,8.8,"['Action', 'Thriller', 'Mystery', 'Drama']",['Lee Kwon'],['Ji Ho Jin'],8,"Jan 17, 2024 - Feb  7, 2024",Wednesday,"['Disney+', 'Hulu']",51 min.,18+ Restricted (violence & profanity),#202,#435,"31,809"
Youth of May(2021),오월의 청춘,8.7,"['Romance', 'Youth', 'Drama', 'Melodrama']","['Song Min Yeop', 'Lee Dae Kyung']",['Lee Kang'],12,"May  3, 2021 - Jun  8, 2021","Monday, Tuesday","['KBS2', 'Wavve']",1 hr. 10 min.,15+ - Teens 15 or older,#210,#176,"57,046"
Dr. Romantic Season 2(2020),낭만닥터 김사부2,8.7,"['Romance', 'Drama', 'Medical', 'Melodrama']","['Yoo In Shik', 'Lee Gil Bok']",['Kang Eun Kyung'],16,"Jan  6, 2020 - Feb 25, 2020","Monday, Tuesday",['SBS'],1 hr. 10 min.,15+ - Teens 15 or older,#216,#177,"56,785"
Racket Boys(2021),라켓소년단,8.7,"['Comedy', 'Life', 'Drama', 'Sports']",['Jo Young Kwang'],['Jung Bo Hoon'],16,"May 31, 2021 - Aug  9, 2021","Monday, Tuesday","['Netflix', 'SBS']",1 hr. 15 min.,15+ - Teens 15 or older,#240,#457,"30,081"
Through the Darkness(2022),악의 마음을 읽는 자들,8.7,"['Thriller', 'Mystery', 'Crime', 'Drama']","['Kim Jae Hong', 'Park Bo Ram']","['Seol Yi Na', 'Kwon Il Yong']",12,"Jan 14, 2022 - Mar 12, 2022","Friday, Saturday","['SBS', 'Wavve']",1 hr. 10 min.,18+ Restricted (violence & profanity),#222,#743,"21,030"
SKZ Flix(2023),스키즈 플릭스,8.8,"['Drama', 'Sci-Fi']",,,1,"Nov  3, 2023",Friday,,11 min.,Not Yet Rated,#150,#6230,"1,638"
Beyond Evil(2021),괴물,8.7,"['Thriller', 'Mystery', 'Psychological', 'Drama']",['Shim Na Yeon'],['Kim Soo Jin'],16,"Feb 19, 2021 - Apr 10, 2021","Friday, Saturday",['jTBC'],1 hr. 5 min.,18+ Restricted (violence & profanity),#236,#178,"56,734"
The Devil Judge(2021),악마판사,8.7,"['Mystery', 'Law', 'Crime', 'Drama']",['Choi Jung Gyu'],['Moon Yoo Seok'],16,"Jul  3, 2021 - Aug 22, 2021","Saturday, Sunday",['tvN'],1 hr. 15 min.,15+ - Teens 15 or older,#238,#158,"59,456"
Mouse: The Predator(2021),마우스: 더 프레데터,8.7,"['Thriller', 'Mystery', 'Drama', 'Sci-Fi']",['Choi Joon Bae'],['Choi Ran'],2,"Apr 28, 2021 - Apr 29, 2021","Wednesday, Thursday",['TVING'],60 min.,15+ - Teens 15 or older,#242,#2488,"5,993"
Hometown Cha-Cha-Cha(2021),갯마을 차차차,8.7,"['Comedy', 'Romance', 'Life', 'Drama']",['Yoo Je Won'],['Shin Ha Eun'],16,"Aug 28, 2021 - Oct 17, 2021","Saturday, Sunday","['Netflix', 'tvN']",1 hr. 20 min.,15+ - Teens 15 or older,#252,#31,"115,335"
Begins Youth(2024),비긴즈 유스,8.7,"['Life', 'Youth', 'Drama', 'Fantasy']",['Kim Jae Hong'],"['Kim Soo Jin', 'Choi Woo Joo']",12,"Apr 30, 2024 - May 14, 2024",Tuesday,,1 hr. 8 min.,15+ - Teens 15 or older,#223,#1719,"9,374"
Sweet Home(2020),스위트홈,8.7,"['Action', 'Horror', 'Drama', 'Sci-Fi']",['Lee Eung Bok'],['Kim Hyung Min'],10,"Dec 18, 2020",Friday,['Netflix'],52 min.,18+ Restricted (violence & profanity),#264,#45,"104,050"
The Penthouse Season 2: War in Life(2021),펜트하우스2,8.7,"['Thriller', 'Mystery', 'Drama']",['Joo Dong Min'],['Kim Soon Ok'],13,"Feb 19, 2021 - Apr  2, 2021","Friday, Saturday",['SBS'],1 hr. 15 min.,15+ - Teens 15 or older,#272,#330,"38,845"
D.P. Season 2(2023),디피 시즌2,8.7,"['Action', 'Military', 'Drama']",['Han Jun Hee'],['Kim Bo Tong'],6,"Jul 28, 2023",Friday,['Netflix'],50 min.,15+ - Teens 15 or older,#266,#626,"24,129"
The Penthouse: War in Life(2020),펜트하우스,8.7,"['Thriller', 'Mystery', 'Drama']",['Joo Dong Min'],['Kim Soon Ok'],21,"Oct 26, 2020 - Jan  5, 2021","Monday, Tuesday",['SBS'],1 hr. 25 min.,15+ - Teens 15 or older,#273,#159,"59,205"
My Name(2021),마이 네임,8.7,"['Action', 'Thriller', 'Mystery', 'Crime']",['Kim Jin Min'],['Kim Ba Da'],8,"Oct 15, 2021",Friday,['Netflix'],50 min.,18+ Restricted (violence & profanity),#279,#60,"95,120"
The King of Pigs(2022),돼지의 왕,8.7,"['Thriller', 'Mystery', 'Drama']",['Kim Dae Jin'],['Tak Jae Young'],12,"Mar 18, 2022 - Apr 22, 2022",Friday,['TVING'],55 min.,18+ Restricted (violence & profanity),#286,#1000,"16,340"
Our Beloved Summer(2021),그해 우리는,8.7,"['Romance', 'Life', 'Youth', 'Drama']",['Kim Yoon Jin'],['Lee Na Eun'],16,"Dec  6, 2021 - Jan 25, 2022","Monday, Tuesday","['Netflix', 'SBS']",60 min.,15+ - Teens 15 or older,#291,#63,"93,069"
The First Responders(2022),소방서 옆 경찰서,8.7,"['Action', 'Thriller', 'Mystery', 'Drama']",['Shin Kyung Soo'],['Min Ji Eun'],12,"Nov 12, 2022 - Dec 30, 2022","Friday, Saturday","['DRAMAcube', 'ENA', 'SBS', 'SBS Plus']",60 min.,18+ Restricted (violence & profanity),#293,#771,"20,452"
A Business Proposal(2022),사내 맞선,8.7,"['Comedy', 'Romance', 'Drama']",['Park Seon Ho'],"['Han Sul Hee', 'Hong Bo Hee']",12,"Feb 28, 2022 - Apr  5, 2022","Monday, Tuesday","['Netflix', 'SBS']",60 min.,15+ - Teens 15 or older,#294,#14,"152,054"
Flex X Cop(2024),재벌X형사,8.7,"['Action', 'Thriller', 'Mystery', 'Comedy']",['Kim Jae Hong'],['Kim Ba Da'],16,"Jan 26, 2024 - Mar 23, 2024","Friday, Saturday",['SBS'],1 hr. 10 min.,15+ - Teens 15 or older,#308,#670,"23,089"
18 Again(2020),18 어게인,8.7,"['Romance', 'Life', 'Drama', 'Fantasy']",['Ha Byung Hoon'],"['Kim Do Yeon', 'Ahn Eun Bin', 'Choi Yi Ryun']",16,"Sep 21, 2020 - Nov 10, 2020","Monday, Tuesday",['jTBC'],1 hr. 10 min.,15+ - Teens 15 or older,#312,#108,"74,181"
Revenant(2023),악귀,8.7,"['Thriller', 'Mystery', 'Horror', 'Supernatural']","['Lee Jung Rim', 'Kim Jae Hong']",['Kim Eun Hee'],12,"Jun 23, 2023 - Jul 29, 2023","Friday, Saturday","['Disney+', 'SBS']",1 hr. 10 min.,15+ - Teens 15 or older,#314,#471,"29,603"
Mr. Queen: The Bamboo Forest(2021),철인왕후: 대나무숲,8.6,"['Historical', 'Comedy', 'Romance', 'Fantasy']",['Jang Yang Ho'],['Choi Ah Il'],2,"Feb 13, 2021 - Feb 14, 2021","Saturday, Sunday",['tvN'],30 min.,15+ - Teens 15 or older,#318,#1520,"10,668"
The Kidnapping Day(2023),유괴의 날,8.7,"['Thriller', 'Mystery', 'Comedy', 'Drama']",['Park Yoo Young'],,12,"Sep 13, 2023 - Oct 25, 2023","Wednesday, Thursday",['ENA'],59 min.,15+ - Teens 15 or older,#317,#1597,"10,200"
Bloodhounds(2023),사냥개들,8.6,"['Action', 'Thriller', 'Crime', 'Drama']",['Jason Kim'],,8,"Jun  9, 2023",Friday,['Netflix'],60 min.,18+ Restricted (violence & profanity),#339,#266,"44,090"
Our Blues(2022),우리들의 블루스,8.6,"['Romance', 'Life', 'Drama', 'Melodrama']","['Kim Kyu Tae', 'Lee Jung Mook']",['Noh Hee Kyung'],20,"Apr  9, 2022 - Jun 12, 2022","Saturday, Sunday","['Netflix', 'tvN']",1 hr. 10 min.,15+ - Teens 15 or older,#335,#310,"40,263"
Missing: The Other Side(2020),미씽: 그들이 있었다,8.6,"['Thriller', 'Mystery', 'Supernatural']",['Min Yeon Hong'],"['Ban Ki Ri', 'Jung So Young']",12,"Aug 29, 2020 - Oct 11, 2020","Saturday, Sunday",['OCN'],1 hr. 10 min.,15+ - Teens 15 or older,#350,#773,"20,446"
The Worst of Evil(2023),최악의 악,8.6,"['Action', 'Thriller', 'Mystery', 'Crime']","['Park Geun Beom', 'Han Dong Wook']",['Jang Min Seok'],12,"Sep 27, 2023 - Oct 25, 2023",Wednesday,"['Disney+', 'Hulu']",53 min.,18+ Restricted (violence & profanity),#364,#434,"31,824"
Pyramid Game(2024),피라미드 게임,8.6,"['Action', 'Thriller', 'Psychological', 'Drama']",['Park So Yeon'],['Choi Soo Yi'],10,"Feb 29, 2024 - Mar 21, 2024",Thursday,['TVING'],50 min.,15+ - Teens 15 or older,#371,#876,"18,626"
My Liberation Notes(2022),나의 해방일지,8.6,"['Romance', 'Life', 'Drama', 'Melodrama']",['Kim Seok Yoon'],['Park Hae Young'],16,"Apr  9, 2022 - May 29, 2022","Saturday, Sunday","['jTBC', 'Netflix']",1 hr. 7 min.,15+ - Teens 15 or older,#412,#262,"44,485"
My Perfect Stranger(2023),"어쩌다 마주친, 그대",8.6,"['Mystery', 'Romance', 'Drama', 'Sci-Fi']","['Kang Soo Yeon', 'Lee Woong Hee']",['Baek So Yeon'],16,"May  1, 2023 - Jun 20, 2023","Monday, Tuesday","['KBS2', 'ViuTV']",1 hr. 10 min.,15+ - Teens 15 or older,#390,#723,"21,514"
Welcome to Samdal-ri(2023),웰컴투 삼달리,8.6,"['Comedy', 'Romance', 'Life', 'Drama']",['Cha Young Hoon'],['Kwon Hye Joo'],16,"Dec  2, 2023 - Jan 21, 2024","Saturday, Sunday","['jTBC', 'Netflix', 'TVING']",1 hr. 10 min.,15+ - Teens 15 or older,#400,#227,"49,153"
Mr. Queen Special(2020),철인왕후SP,8.6,['Documentary'],,,1,"Dec  3, 2020",Thursday,['tvN'],25 min.,Not Yet Rated,#418,#4817,"2,441"
Law School(2021),로스쿨,8.6,"['Mystery', 'Law', 'Crime', 'Drama']",['Kim Seok Yoon'],['Seo In'],16,"Apr 14, 2021 - Jun  9, 2021","Wednesday, Thursday","['jTBC', 'Netflix']",1 hr. 5 min.,15+ - Teens 15 or older,#409,#211,"50,580"
Once Again(2020),한 번 다녀왔습니다,8.6,"['Comedy', 'Romance', 'Life', 'Drama']",['Lee Jae Sang'],['Yang Hee Seung'],100,"Mar 28, 2020 - Sep 13, 2020","Saturday, Sunday",['KBS2'],35 min.,15+ - Teens 15 or older,#411,#1068,"15,631"
Juvenile Justice(2022),소년 심판,8.6,"['Law', 'Drama']",['Hong Jong Chan'],['Kim Min Seok'],10,"Feb 25, 2022",Friday,['Netflix'],1 hr. 2 min.,18+ Restricted (violence & profanity),#438,#412,"33,150"
Ghost Doctor(2022),고스트 닥터,8.6,"['Comedy', 'Medical', 'Fantasy', 'Supernatural']",['Boo Sung Chul'],['Kim Eun Hee'],16,"Jan  3, 2022 - Feb 22, 2022","Monday, Tuesday",['tvN'],1 hr. 10 min.,15+ - Teens 15 or older,#426,#339,"38,008"
Stranger Season 2(2020),비밀의 숲 시즌2,8.5,"['Thriller', 'Mystery', 'Law', 'Drama']",['Park Hyun Suk'],['Lee Soo Yeon'],16,"Aug 15, 2020 - Oct  4, 2020","Saturday, Sunday","['Netflix', 'tvN']",1 hr. 2 min.,15+ - Teens 15 or older,#468,#742,"21,086"
Big Mouth(2022),빅마우스,8.5,"['Thriller', 'Mystery', 'Law', 'Drama']","['Oh Choong Hwan', 'Bae Hyun Jin']","['Jang Young Chul', 'Jung Kyung Soon']",16,"Jul 29, 2022 - Sep 17, 2022","Friday, Saturday","['Hulu', 'MBC']",1 hr. 11 min.,15+ - Teens 15 or older,#474,#145,"62,768"
Vigilante(2023),비질란테,8.5,"['Action', 'Thriller', 'Psychological', 'Crime']",['Choi Jeong Yeol'],,8,"Nov  8, 2023 - Nov 29, 2023",Wednesday,"['Disney+', 'Hulu']",44 min.,18+ Restricted (violence & profanity),#534,#490,"28,958"
Marry My Husband(2024),내 남편과 결혼해줘,8.5,"['Comedy', 'Romance', 'Drama', 'Fantasy']",['Park Won Gook'],['Shin Yoo Dam'],16,"Jan  1, 2024 - Feb 20, 2024","Monday, Tuesday","['TVING', 'tvN']",1 hr. 4 min.,15+ - Teens 15 or older,#490,#163,"58,819"
Money Heist: Korea - Joint Economic Area - Part 2(2022),종이의 집: 공동경제구역 파트 2,8.5,"['Action', 'Thriller', 'Mystery', 'Crime']",['Kim Hong Seon'],"['Ryu Yong Jae', 'Kim Hwan Chae', 'Choi Sung Joon']",6,"Dec  9, 2022",Friday,['Netflix'],1 hr. 10 min.,18+ Restricted (violence & profanity),#491,#1031,"16,054"
Nobody Knows(2020),아무도 모른다,8.5,"['Thriller', 'Mystery', 'Drama', 'Melodrama']",['Lee Jung Heum'],['Kim Eun Hyang'],16,"Mar  2, 2020 - Apr 21, 2020","Monday, Tuesday",['SBS'],1 hr. 10 min.,15+ - Teens 15 or older,#545,#791,"20,061"
The First Responders Season 2(2023),소방서 옆 경찰서 그리고 국과수,8.5,"['Action', 'Thriller', 'Mystery', 'Drama']",['Shin Kyung Soo'],['Min Ji Eun'],12,"Aug  4, 2023 - Sep  9, 2023","Friday, Saturday","['ENA', 'SBS', 'SBS Plus']",1 hr. 10 min.,15+ - Teens 15 or older,#501,#1624,"10,023"
The Atypical Family(2024),히어로는 아닙니다만,8.6,"['Psychological', 'Romance', 'Fantasy']",['Jo Hyun Taek'],['Joo Hwa Mi'],12,"May  4, 2024 - Jun  9, 2024","Saturday, Sunday",['jTBC'],1 hr. 10 min.,15+ - Teens 15 or older,#452,#567,"26,170"
All of Us Are Dead(2022),지금 우리 학교는,8.5,"['Action', 'Thriller', 'Horror', 'Sci-Fi']",['Lee Jae Gyoo'],['Chun Sung Il'],12,"Jan 28, 2022",Friday,['Netflix'],1 hr. 2 min.,18+ Restricted (violence & profanity),#509,#82,"87,183"
Duty after School: Part 1(2023),방과 후 전쟁활동 파트1,8.5,"['Action', 'Thriller', 'Drama', 'Sci-Fi']",['Sung Yong Il'],['Lee Nam Gyu'],6,"Mar 31, 2023",Friday,['TVING'],1 hr. 14 min.,18+ Restricted (violence & profanity),#517,#543,"26,961"
365: Repeat the Year(2020),365: 운명을 거스르는 1년,8.5,"['Thriller', 'Mystery', 'Drama', 'Fantasy']",['Kim Kyung Hee'],"['Lee Seo Yoon', 'Lee Soo Kyung']",24,"Mar 23, 2020 - Apr 28, 2020","Monday, Tuesday",['MBC'],35 min.,15+ - Teens 15 or older,#542,#534,"27,155"
Bad and Crazy(2021),배드 앤 크레이지,8.5,"['Action', 'Thriller', 'Mystery', 'Comedy']",['Yoo Seon Dong'],['Kim Sae Bom'],12,"Dec 17, 2021 - Jan 28, 2022","Friday, Saturday","['iQiyi', 'tvN']",1 hr. 10 min.,15+ - Teens 15 or older,#519,#160,"59,204"
Blind(2022),블라인드,8.5,"['Thriller', 'Mystery', 'Drama']",['Shin Yong Hwi'],['Kwon Ki Kyung'],16,"Sep 16, 2022 - Nov  5, 2022","Friday, Saturday","['OCN', 'tvN']",1 hr. 10 min.,15+ - Teens 15 or older,#535,#607,"24,805"
Little Women(2022),작은 아씨들,8.5,"['Action', 'Thriller', 'Mystery', 'Drama']",['Kim Hee Won'],['Jung Seo Kyung'],12,"Sep  3, 2022 - Oct  9, 2022","Saturday, Sunday","['Netflix', 'tvN']",1 hr. 15 min.,15+ - Teens 15 or older,#580,#182,"54,741"
